Species,AreaSqKM,Shape_Length,Shape_Area,LENGTHKM,FCODE,StreamOrde,Pathlength,ArbolateSu,TotDASqKM,Q0001E,V0001E,Qincr0001E,TEMP0001,PPT0001,PET0001,QLOSS0001,Q0001E_min,Q0001E_max,TempVC,TempVMA,Temp_min,Temp_max,PrecipVC,PrecipVMA,Precip_min,Precip_max,RunOffVMA,RunOff_min,RunOff_max,NLCD11P,NLCD21P,NLCD22P,NLCD23P,NLCD24P,NLCD31P,NLCD41P,NLCD42P,NLCD43P,NLCD52P,NLCD71P,NLCD81P,NLCD82P,NLCD90P,NLCD95P,NLCD1,NLCD2,NLCD3,NLCD4,NLCD5,NLCD7,NLCD8,NLCD9,NLCD11PC,NLCD21PC,NLCD22PC,NLCD23PC,NLCD24PC,NLCD31PC,NLCD41PC,NLCD42PC,NLCD43PC,NLCD52PC,NLCD71PC,NLCD81PC,NLCD82PC,NLCD90PC,NLCD95PC,NLCD1_1,NLCD2_1,NLCD3_1,NLCD4_1,NLCD5_1,NLCD7_1,NLCD8_1,NLCD9_1,slope_MEAN,road_density_MEAN,FLNLCD_11,FLNLCD_21,FLNLCD_22,FLNLCD_23,FLNLCD_24,FLNLCD_31,FLNLCD_41,FLNLCD_42,FLNLCD_43,FLNLCD_52,FLNLCD_71,FLNLCD_81,FLNLCD_82,FLNLCD_90,FLNLCD_95,Other,Forest,Wetland,pctForest,pctWetland,ShadedSegments,ShadedLength,LongestSegment,MeanShadeLength,cold,cool,warm,TotLength,Crossings,PctCanopy,PctImpervious
1,1.8936,7499.999321796668,1893600.020322079,1.604,46006,4,412.273,108.015,92.6676,39.659,0.9969,0.78199,16.06246,1209.70128,851.49491,0.0,21.367,80.018,1604.044568,1606.430053,529.791992,2637.379882,121519.519075,120970.0,8065.399902,12020.599609,357.721984,5.0,73.0,0.0,2.614068,0.95057,0.0,0.0,0.0,42.157795,20.769962,0.95057,15.304183,4.562738,8.935361,0.0,3.754753,0.0,0.0,0.0675,0.0675,0.0495,0.8343,0.0864,0.1692,0.0711,0.138883,5.031856,0.39237,0.091294,0.052446,0.008741,49.855289,14.291403,1.864729,0.964415,3.654675,20.74123,1.510237,1.387864,0.014568,0.1287,5.1597,5.1597,4.6629,48.2913,3.3867,20.6199,1.2996,1.964804754982005,4.601851882590087,0.0,900.0,0.0,0.0,0.0,0.0,46800.0,0.0,1800.0,0.0,1800.0,0.0,0.0,9000.0,0.0,35100.0,401400.0,71100.0,79.07801418439716,14.00709219858156,15,1329.1057122333054,549.9265140588717,88.60704748222037,0.0,0.0,100.0,6685.47096,1,78.62975285171103,0.5427756653992395
1,1.5723,8339.999650629794,1572299.9727573486,1.297,46006,3,424.119,57.116,54.4464,23.759,0.91578,0.67718,16.08609,1213.2051,853.09653,0.0,12.67,47.988,1607.959987,1608.619995,527.585021,2639.949951,121735.223552,121320.0,7990.680175,12046.5,357.902008,5.0,72.696098,1.946193,0.400687,0.228964,0.0,0.0,1.316543,42.186606,13.451631,1.087579,3.606182,12.077848,19.690899,1.259302,2.289639,0.457928,0.0306,0.0099,0.0099,0.0063,0.684,0.1899,0.3294,0.0432,2.304285,4.089527,0.320682,0.036366,0.03306,0.089262,39.03068,12.772745,2.474544,1.034779,4.562285,31.025192,2.054681,0.158688,0.013224,1.2546,2.439,2.439,2.2266,22.7727,2.484,18.0108,0.0936,1.8234256632118546,3.330192974518556,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,7200.0,3600.0,0.0,0.0,900.0,0.0,15300.0,0.0,95400.0,134100.0,36000.0,50.50847457627119,13.559322033898304,2,904.2130832926516,882.8803155948899,452.1065416463258,0.0,0.0,100.0,14511.648079999999,0,61.46136233543217,0.0767029192902118
0,1.1655,6599.999955189149,1165499.991535403,1.561,46003,1,440.055,1.561,1.1655,0.504,0.69426,0.50456,15.86131,1229.32389,843.41177,0.0,0.078,1.207,1586.150024,1586.150024,503.951995,2623.949951,122932.0,122932.0,8449.019531,12483.799804,386.60501,5.0,77.0,0.0,18.223938,11.505792,11.505792,1.003861,0.0,37.992278,12.741313,1.853282,0.0,3.783784,1.389961,0.0,0.0,0.0,0.0,0.4923,0.4923,0.2124,0.5985,0.0441,0.0162,0.0,0.0,18.223938,11.505792,11.505792,1.003861,0.0,37.992278,12.741313,1.853282,0.0,3.783784,1.389961,0.0,0.0,0.0,0.0,0.4923,0.4923,0.2124,0.5985,0.0441,0.0162,0.0,3.0235897888548124,10.557710086424839,0.0,19800.0,1800.0,0.0,0.0,0.0,30600.0,900.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,34200.0,52200.0,0.0,60.416666666666664,0.0,20,936.7069422528991,587.0038157590244,46.83534711264495,0.0,0.0,0.0,0.0,0,61.36988416988417,12.52972972972973
0,0.0036,300.00018887221813,3600.004532934662,0.088,55800,1,437.627,3.989,5.8203,2.508,0.4842,0.00153,16.0375,1231.06,852.50017,0.0,0.547,5.986,1591.339437,1604.0,523.0,2641.0,123006.426473,123105.0,8454.0,12474.0,381.0,5.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,20.504097,14.07144,9.850007,1.020566,0.896861,34.915726,10.298438,1.237049,0.958713,2.984383,3.262718,0.0,0.0,0.0,0.0,2.6451,2.6451,1.1934,2.9232,0.1737,0.1899,0.0,1.2088950276374817,0.43695423007011414,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,0.0,100.0,0.0,1,54.29966769379909,54.29966769379909,54.29966769379909,0.0,0.0,0.0,0.0,0,83.5,0.25
0,0.1476,2039.9998843334615,147599.98784982052,0.376,55800,6,437.627,5905.945,7820.1189,4266.333,1.24607,3.91362,16.03466,1231.0297,852.35388,0.0,1130.064,8310.046,1434.729925,1603.630004,522.755981,2640.760009,125039.167262,123103.0,8454.120117,12475.40039,381.304992,5.0,76.0,25.609756,0.0,0.0,0.0,0.0,0.0,68.902439,1.829268,0.0,3.04878,0.609756,0.0,0.0,0.0,0.0,0.0378,0.0,0.0,0.0,0.1017,0.0009,0.0,0.0,3.131342,11.084586,5.250787,1.529689,0.550856,0.084728,44.074033,8.506539,2.286414,2.737052,3.619245,16.521528,0.164829,0.433098,0.025273,244.8747,1440.1467,1440.1467,866.8278,4036.0599,283.0293,1304.8929,35.8452,1.2135847419807007,2.5771656025473666,16200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37800.0,8100.0,0.0,17.647058823529413,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70.33536585365853,0.012195121951219513
0,4.6512,15479.999445803216,4651200.023047423,2.34,46006,1,437.715,3.901,5.8167,2.506,0.7987,2.0018,15.92594,1230.24529,846.63647,0.0,0.547,5.982,1591.331602,1592.630004,511.332,2629.919921,123006.365465,123025.0,8453.830078,12472.299804,384.339996,5.0,76.365097,0.0,21.091331,14.725232,9.442724,1.025542,1.122291,34.094427,9.694272,1.083591,1.19969,2.786378,3.73452,0.0,0.0,0.0,0.0,2.1528,2.1528,0.981,2.3211,0.1296,0.1737,0.0,0.0,20.516788,14.080148,9.856104,1.021198,0.897416,34.875445,10.304812,1.237815,0.959307,2.98623,3.264738,0.0,0.0,0.0,0.0,2.6451,2.6451,1.1934,2.9196,0.1737,0.1899,0.0,3.250831863600703,11.251187737604413,0.0,11700.0,0.0,0.0,0.0,0.0,72900.0,2700.0,900.0,0.0,1800.0,900.0,0.0,0.0,0.0,27900.0,235800.0,0.0,89.419795221843,0.0,16,1963.2018702328635,723.1296355339939,122.70011688955397,0.0,0.0,0.0,0.0,0,56.294117647058826,13.208397832817337
0,2.6982,10979.999412716854,2698200.004431341,0.942,55800,6,438.003,5905.569,7819.9713,4266.27,2.98296,5.01074,15.99139,1230.60439,850.07387,0.0,1130.049,8309.896,1434.726737,1599.270019,518.984008,2636.419921,125039.203807,123061.0,8454.599609,12494.90039,383.994995,5.0,76.4393,6.337558,10.406938,2.368245,1.300867,0.0,0.0,43.062041,12.708472,0.867245,3.035357,14.943296,3.068712,0.0,1.901268,0.0,0.171,0.3798,0.3798,0.2808,1.2492,0.4032,0.0828,0.0513,3.130918,11.084795,5.250886,1.529718,0.550866,0.084729,44.073565,8.506665,2.286457,2.737046,3.619302,16.521839,0.164832,0.433106,0.025274,244.8369,1440.1467,1440.1467,866.8278,4035.9582,283.0284,1304.8929,35.8452,2.426038991720456,5.104980350365792,36900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189000.0,26100.0,0.0,12.133891213389122,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,59.754503002001336,2.3549032688458973
0,5.2542,15539.999883578452,5254199.99631278,2.076,55800,6,435.551,5912.01,7831.1934,4271.1,1.86884,6.10976,15.99787,1231.12249,849.99793,0.0,1131.146,8321.346,1434.957179,1599.95996,520.861022,2635.71997,125036.36349,123112.0,8451.870117,12474.599609,383.045013,5.0,76.091003,4.847551,9.386776,2.398082,0.359712,0.0,0.839329,51.301816,14.833847,4.402193,0.462487,1.147653,10.020555,0.0,0.0,0.0,0.2547,0.6381,0.6381,0.4932,3.0528,0.0603,0.5265,0.0,3.130167,11.090448,5.255429,1.535088,0.550836,0.085837,44.072076,8.512116,2.287054,2.734204,3.617115,16.507312,0.164596,0.432486,0.025238,245.1294,1443.4299,1443.4299,868.5144,4042.0359,283.2633,1305.6093,35.8452,2.6980958285091594,4.501923421630716,73800.0,0.0,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251100.0,122400.0,0.0,32.7710843373494,0.0,10,56.236820474178145,28.60696762373553,5.623682047417814,0.0,0.0,0.0,0.0,0,69.73775265501884,1.619390202124015
0,1.8432,7739.9999728930925,1843200.0243598449,2.186,46006,3,422.783,45.331,43.6815,19.47,0.92672,0.82573,16.04305,1214.12452,850.75795,0.0,10.131,38.963,1602.187152,1604.45996,526.211975,2634.840087,121856.759843,121412.0,8024.689941,12029.90039,362.385009,5.0,73.0,0.0,1.416016,0.0,0.0,0.0,0.0,72.558594,12.109375,8.154297,0.537109,2.978516,0.78125,0.0,1.464844,0.0,0.0,0.0261,0.0261,0.0261,1.4877,0.0549,0.0144,0.027,0.253425,5.381683,0.319357,0.11332,0.047389,0.018543,44.551355,9.127434,2.635212,0.993098,2.056248,31.177501,3.203873,0.11126,0.010302,0.1107,2.5605,2.5605,2.3508,20.7513,0.8982,15.0183,0.0531,2.6323252410584246,2.6925427630894774,0.0,0.0,0.0,0.0,0.0,0.0,77400.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,279900.0,24300.0,91.47058823529412,7.941176470588235,1,2186.079456573151,2186.079456573151,2186.079456573151,0.0,0.0,100.0,13756.598750000001,0,90.77734375,0.0810546875
0,1.9863,9479.999468346543,1986299.9960456786,1.775,46006,3,403.168,136.194,126.8307,52.777,0.98816,0.76954,16.10757,1202.73749,853.07928,0.0,24.005,107.322,1609.529196,1610.810058,536.994995,2640.679931,121253.622588,120273.0,7956.379882,11954.299804,348.386993,4.94608,71.628501,0.226552,14.318079,1.812415,0.0,0.0,0.0,44.041686,14.272768,2.220208,0.0,5.391935,17.716357,0.0,0.0,0.0,0.0045,0.3204,0.3204,0.2844,0.9549,0.1071,0.3519,0.0,1.245361,4.542197,0.564138,0.07238,0.028384,0.063155,43.263342,19.152303,2.939903,1.222653,5.170199,19.768242,0.92249,1.015448,0.029804,1.5795,6.6042,6.6042,5.7609,59.3154,6.5574,26.2422,1.3257,2.5691864630979655,3.734944954143156,0.0,0.0,0.0,0.0,0.0,0.0,63000.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,92700.0,189900.0,0.0,67.19745222929936,0.0,1,1774.7020424963061,1774.7020424963061,1774.7020424963061,0.0,0.0,0.0,0.0,0,70.45400996828273,1.6397825101948347
0,0.0396,1079.9998799413443,39600.00786255971,0.242,46006,3,385.821,47.883,46.8378,19.008,1.19322,0.03767,16.27917,1184.99,860.50778,0.0,7.781,39.707,1630.690208,1628.0,554.0,2651.0,119675.41209,118499.0,7696.0,12119.0,321.0,4.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,61.363636,0.0,0.0,6.818182,13.636364,18.181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0243,0.0054,0.0072,0.0,0.197917,4.333039,1.102955,0.032666,0.0,0.0,31.355444,35.171592,3.875716,2.559471,5.585873,14.903347,0.418892,0.45348,0.009608,0.0927,2.5614,2.5614,2.0295,17.0181,2.6163,7.1766,0.2169,2.3320061645724555,0.170767718418078,0.0,0.0,0.0,0.0,0.0,0.0,6300.0,0.0,0.0,0.0,2700.0,0.0,0.0,0.0,0.0,4500.0,7200.0,0.0,61.53846153846154,0.0,4,181.62331238144998,110.41951573013439,45.405828095362494,0.0,0.0,0.0,0.0,0,66.38636363636364,0.0
